Gene.Name.Corresponding.To.Protein	LFQ.intensity.ERp_A_103	LFQ.intensity.ERp_A_104	LFQ.intensity.ERp_A_110	LFQ.intensity.ERp_A_123	LFQ.intensity.ERp_A_137	LFQ.intensity.ERp_A_138	LFQ.intensity.ERp_A_143	LFQ.intensity.ERp_A_144	LFQ.intensity.ERp_A_164	LFQ.intensity.TNBC_10	LFQ.intensity.TNBC_107	LFQ.intensity.TNBC_108	LFQ.intensity.TNBC_12	LFQ.intensity.TNBC_153	LFQ.intensity.TNBC_178	LFQ.intensity.TNBC_188	LFQ.intensity.TNBC_203	LFQ.intensity.TNBC_21
CAPZA1	23.16846	23.85386	22.83428	22.57351	23.39663	22.71867	23.52826	23.59355	23.15027	22.71135	23.29446	23.97684	22.77004	23.77906	23.91287	24.07774	23.57762	22.00196
SUB1	22.40546	20.51893	21.07333	22.84889	23.72837	24.45073	21.12641	21.56109	23.10088	23.78097	22.89813	23.37212	24.75979	21.48015	21.89349	22.39197	22.46551	22.73254
VCP	23.78287	23.55274	23.56697	24.64003	24.21245	23.15979	24.15792	23.77605	23.95163	23.51171	24.07406	24.52659	24.10398	24.00539	23.69019	25.26603	25.27252	24.63959
ATP5I	19.97575	21.94653	21.23754	19.62199	20.62783	21.26585	21.09861	21.90859	20.89578	21.24795	21.95724	21.14874	21.3552	20.3043	20.73678	20.76336	20.46443	21.12584
ARPC4	22.94655	23.24039	23.14652	23.34327	23.34989	22.79828	22.91833	23.64966	22.45327	22.54135	23.46886	23.79283	23.0465	23.00775	23.77233	23.83596	22.58516	22.56969
TPI1	24.25494	22.68175	24.74217	23.64471	24.35171	22.72866	24.13242	25.31569	23.62489	23.50833	23.51196	24.23425	24.64614	24.41073	23.97911	24.26349	24.11609	24.15499
EIF4A1	23.32059	24.08788	22.89767	24.06299	23.85329	23.32704	23.98433	23.71492	23.68271	24.00727	23.94575	24.83292	24.02513	24.73288	24.39643	24.55033	24.69163	24.84886
RPS20	23.73138	22.64203	23.75165	23.3507	23.98997	23.94306	23.7102	24.04235	23.66633	23.57681	23.738	24.67428	23.99706	24.18359	24.18026	24.41609	23.75685	24.03942
RAB10	19.47407	17.46603	19.46242	20.16693	19.83525	18.54272	17.63368	20.54538	19.59244	19.33307	19.31774	19.63043	19.3686	19.13375	19.12734	21.40899	19.47255	19.60979
RAB14	21.22081	20.37305	20.84291	21.04447	21.6132	21.11006	20.40728	22.05019	20.41173	20.28207	20.8559	20.53022	20.59478	20.56876	20.42992	21.58555	21.74427	19.86965
ACTR2	22.03644	21.29053	20.78381	22.25511	21.29709	20.09571	21.98798	21.80798	21.99693	22.67301	22.50334	23.01862	22.34025	21.9182	22.40808	22.34451	22.20066	22.06447
RPS3A	22.80241	22.47286	22.50472	23.10434	23.50325	22.22114	23.05451	23.2988	22.75209	23.5242	23.23863	24.05018	23.36946	23.25695	23.35555	23.41235	23.17222	24.02715
RPL26	22.87564	23.19937	23.2458	23.17405	23.06044	23.0675	23.16272	23.43733	22.90577	24.15653	23.17246	22.84751	24.10398	22.91661	23.57219	23.51051	22.59393	24.33797
RPL15	23.14319	21.53341	22.84913	22.53329	23.15368	23.20124	22.32389	23.41222	22.97207	23.70872	23.58749	24.21327	23.30452	22.79606	23.60727	24.07627	22.7446	24.23542
RPL27	20.78309	19.02886	21.5745	20.8285	22.03396	21.78021	20.96754	21.93269	19.63522	20.8068	21.49673	21.76118	21.30886	20.51123	20.82112	21.99006	20.88278	21.44834
PCBD1	21.6333	22.41093	21.74887	20.4025	20.86831	21.41885	22.59842	23.25263	20.90485	21.6874	20.77764	21.20258	22.07535	19.1632	21.10725	24.12116	22.01556	20.83438
RPL37A	20.96353	20.22835	21.12149	20.81386	20.76814	21.8939	19.90949	20.38121	20.043	21.99383	21.53493	22.00936	21.23876	20.90991	21.3235	21.55586	19.85415	22.02553
HSPE1	22.59005	21.93233	23.32292	22.54527	23.2594	22.97782	22.98371	24.2887	22.78736	22.49911	24.38159	24.02141	23.74632	23.11234	23.80833	22.91667	24.38653	23.65895
B2M	20.26888	19.68528	20.00498	19.89497	20.07705	19.52703	20.90441	20.71766	19.55231	21.87474	21.94281	21.53189	22.23471	22.06164	23.07695	21.20502	21.24237	21.3113
HNRNPK	24.6811	24.90228	24.51887	25.86517	25.85821	24.69567	25.05825	24.89537	24.80193	25.22674	24.18442	25.68292	25.72806	25.29974	24.56668	24.59537	25.10209	25.4982
YWHAG	21.26482	22.61975	22.98938	22.59651	22.53858	22.34773	22.9537	22.71049	22.2146	22.40517	22.06727	22.39775	22.03594	22.46021	21.98329	21.46364	22.42029	22.6808
RPS7	23.86693	24.65146	23.33183	23.33088	24.0525	24.09184	23.34191	24.07586	23.47988	21.65137	24.64708	24.66899	22.45836	24.1191	24.28107	24.81836	23.63954	21.97816
RPS8	23.40067	23.1006	23.03241	23.53908	23.38403	23.1224	22.72005	23.7265	22.6913	23.29011	23.62333	23.59366	23.21904	23.19068	23.61201	23.6767	22.71106	23.16516
RPS15A	22.63675	22.45611	23.12592	23.00457	23.42982	23.11278	23.41015	22.88755	21.15443	21.87927	23.45663	22.8212	21.88945	22.7275	22.78887	22.97376	22.64906	21.1327
RPS16	23.39532	22.97713	23.77233	23.77746	24.49014	24.28023	23.24919	24.31313	23.24121	23.16057	24.29635	24.617	23.67476	23.55953	23.7496	24.62025	23.61941	23.61156
YWHAE	22.81985	22.12319	22.98341	23.25868	23.89477	22.09771	23.18653	23.63012	22.59844	22.01206	21.92694	23.33715	23.1521	23.37782	22.58114	23.99058	22.86707	22.64051
RPS14	24.09804	23.35259	23.7678	24.29635	23.91397	24.31817	24.13548	23.9657	24.18382	24.45983	24.59764	25.11076	24.41287	24.78616	24.68298	24.73123	23.86901	24.79803
RPS23	23.69774	22.36605	23.82474	23.81343	23.975	23.71816	23.27341	23.94503	23.38179	23.96464	23.39663	23.59309	24.12975	23.51737	24.16039	24.21579	22.93249	24.37299
RPS18	23.98997	22.43002	24.61521	24.6345	24.33334	24.3413	23.30285	24.64438	23.60806	23.42611	24.59929	24.63744	23.78845	24.33012	24.12234	25.10793	23.78417	23.8625
RPS29	22.49153	22.99762	22.54969	22.36076	22.78532	23.03016	22.47904	22.35654	21.69676	23.54392	22.76511	22.83156	22.63746	23.25825	23.03344	22.59519	21.66358	22.30747
RPS13	22.87497	21.01577	22.47971	22.70944	23.45789	22.75389	22.67532	23.13641	22.8174	22.5227	23.65031	23.63964	22.7921	22.96	23.00397	23.71837	23.12772	22.17716
RPS11	24.51527	23.90995	24.35212	23.54109	24.93427	24.63245	24.7015	24.52205	24.08764	25.17242	25.42156	25.12313	24.83195	24.42464	25.02846	24.89523	23.84479	25.3539
SNRPD1	22.49253	20.68885	22.49665	22.51051	23.60592	23.48395	22.6433	22.93833	22.18556	22.40787	22.76055	23.61358	23.28814	22.81987	22.97823	23.0607	22.6725	22.58355
TMSB4X	24.1137	23.5491	24.88837	23.10433	25.29803	25.85291	24.00642	25.45001	25.13938	24.53315	23.71387	25.4535	24.74175	24.88772	25.46345	23.49228	23.46737	24.88906
RPL7A	23.3362	22.68168	23.03752	23.34543	23.50094	22.80095	22.94632	23.55532	22.80607	23.29852	23.69062	24.03993	23.70893	23.08352	23.35232	24.02884	23.58532	24.26076
RPS4X	23.63134	22.86592	24.06915	23.98329	23.94458	24.3843	23.37941	24.08018	23.15527	23.47358	24.29256	24.46918	23.83326	24.04277	24.01827	24.34422	23.65382	24.00453
RPL23A	22.912	22.03403	22.54736	22.83707	23.34096	22.86151	23.12846	22.97822	22.40844	22.57713	23.6102	24.09539	21.61787	23.59969	23.46476	23.80223	22.78562	21.7043
RPS6	24.99787	24.02064	24.49875	25.31095	24.9061	23.68614	24.93881	24.99512	25.04402	25.24637	25.22196	26.34832	25.10494	25.64708	25.24532	25.78913	25.59431	25.45642
HIST1H4A	29.27215	28.18698	28.97199	28.53642	30.06869	30.79769	29.45173	29.63395	29.6591	29.4852	29.88905	30.34064	29.17924	29.49831	29.79093	29.98373	28.68234	27.86715
RPL23	21.81041	22.0191	21.89763	22.01379	22.12367	21.18217	21.18876	21.81495	22.10181	22.36504	22.80053	22.84539	22.08034	23.08424	23.18019	22.80025	21.22282	23.26084
RPS26	21.93034	20.95106	22.18407	23.08346	23.02471	23.35837	21.90892	22.21267	21.6677	21.22629	22.8644	23.03075	21.61068	22.49685	22.31882	22.82287	22.15357	20.23561
RPS28	23.54969	23.42406	24.70213	25.09636	24.47976	25.61642	24.2071	24.27227	23.20347	22.00065	23.34571	24.31486	21.94842	24.88581	24.36413	24.78022	23.69275	22.6662
RPL30	20.83507	20.38511	21.01223	21.57344	21.39252	20.62996	20.21549	21.55647	20.80499	22.04823	21.56691	21.68521	21.98701	21.02952	21.15487	22.14588	21.33407	22.14457
RPL39	20.47892	20.1739	20.81261	19.84043	20.99348	22.45749	20.32047	20.76174	19.81228	21.37066	21.22565	21.11908	20.26086	21.27515	21.6114	21.26058	20.18991	20.54057
RPL31	22.7228	22.89456	22.11839	22.08265	22.52229	23.35743	22.50453	22.85668	22.93198	23.6446	23.12591	23.18265	23.41235	23.14877	23.56174	23.25969	21.58302	23.67034
RPL10A	22.72966	22.46126	22.05219	22.81888	23.08331	22.00895	22.71222	22.62301	22.43593	22.06674	22.69026	23.44518	22.09687	23.04146	23.22453	23.52456	23.0053	21.70658
RPL11	23.23878	23.86835	23.21193	23.64713	22.95787	23.07715	23.51701	23.39506	23.45061	24.09547	24.34428	24.4597	24.1221	24.03389	23.94682	23.95757	22.89149	23.9936
RPL8	24.7291	24.36946	24.77249	24.78811	24.73081	25.67896	24.66389	25.02149	24.74417	25.33395	25.14227	25.55039	25.15236	24.90559	25.13989	25.23922	24.34442	25.46821
PPIA	26.19235	24.80065	25.74353	25.97062	26.37014	25.38258	26.03133	26.48085	25.50736	25.28083	25.44088	26.35187	25.8822	26.6584	26.24547	26.39351	26.24169	24.60863
YWHAZ	23.78666	24.43562	22.92631	24.33149	24.39963	22.97654	24.20307	25.90481	24.24619	24.76056	23.53231	23.87089	24.86509	24.7155	24.24663	24.74638	25.12546	24.99662
RPS21	23.65949	22.79972	23.20899	23.21279	23.44556	23.48861	23.7265	23.4501	23.48849	23.91762	24.20426	24.34184	23.74335	24.5024	24.12439	24.18873	23.12843	24.35669
GNB2L1	23.4265	22.51819	23.48013	24.46874	24.22891	23.67055	23.60806	23.9999	22.94692	23.79005	24.06751	24.38857	23.74057	23.64658	23.66568	24.30626	23.85034	24.13305
TMSB10	23.97675	25.74653	24.84632	23.70967	24.85262	25.47825	24.22825	24.50215	24.47822	24.87928	23.92877	26.68632	25.32999	26.68699	25.59537	26.11995	25.58952	25.23436
YBX1	19.93603	19.73445	20.28816	21.45418	20.79114	19.51293	20.53288	20.60177	20.48954	22.15388	20.61711	22.94235	21.37337	21.98332	20.84345	20.58967	21.53308	21.96198
TPM4	23.22563	22.36252	22.73428	23.24913	21.45573	22.72885	23.00873	21.05861	23.0299	20.95454	22.50923	21.94674	21.94203	23.31105	22.99747	22.48694	23.25523	22.67831
EEF1A1	25.22722	24.5852	25.25407	26.27354	25.88825	24.35783	25.27064	25.9572	25.11866	25.57459	25.41106	26.67182	25.95691	25.87084	25.66465	26.21815	26.87303	26.53986
TUBB4B	24.4491	24.43797	23.75756	24.45745	24.65015	24.34388	24.67325	24.14305	24.4095	23.28362	23.86571	24.07545	23.92805	23.91843	23.41803	23.3199	24.05117	23.59446
HIST1H3A	28.96609	27.60654	27.43508	27.61926	28.74567	29.07406	29.05419	28.58057	29.46129	30.7411	29.98848	29.75521	30.11966	29.123	29.15422	29.29369	28.18338	29.62624
HBB	25.72889	24.66324	27.09628	24.51545	26.39383	25.31254	23.76486	27.65075	23.99092	23.3585	28.16663	24.47042	26.79228	22.45046	23.43122	24.47686	24.52803	22.45984
HBA1	28.14248	26.75187	27.96747	25.53887	26.91342	26.6047	28.05714	28.14195	27.99307	25.08918	30.67228	26.29791	29.05745	26.60597	26.83147	27.15316	25.5952	26.48372
CCT2	20.87553	21.7706	20.97379	21.694	21.84192	21.70087	21.13746	21.1305	20.89549	19.23201	20.97197	21.88625	19.20263	21.53165	22.11442	22.20872	22.80381	18.92123
SARNP	20.49277	21.39713	20.14009	21.0112	21.2451	19.67207	21.28071	21.75568	21.18168	21.92528	20.87807	21.65714	22.15983	21.94839	21.45126	21.33919	20.80947	22.15576
RPL24	22.75801	22.35748	22.87119	23.58841	23.26069	22.61619	22.55483	22.90428	22.71892	23.51929	23.58486	23.53101	22.93991	23.17265	23.59537	23.68742	22.60078	22.47162
ERH	23.15788	23.89994	22.56251	22.64196	23.91223	24.11759	24.03641	23.77796	23.66557	23.96517	23.36746	24.13014	23.94887	23.67702	23.58944	23.70049	23.29936	23.78037
RPL19	21.86185	21.61279	21.96526	22.36314	22.31498	21.11699	21.30223	22.6248	22.1557	22.89247	22.46578	23.07804	22.56328	22.2015	22.64783	23.04288	22.17904	23.12945
PURA	20.17304	19.84445	20.64059	19.39115	19.81733	19.10741	20.54924	20.36089	19.90149	20.14345	19.4157	19.37571	20.57902	18.94943	17.45533	18.06566	16.58815	19.2843
HNRNPU	24.08829	24.55684	22.91214	25.157	24.14243	21.75066	24.48425	24.15406	24.59969	25.17703	23.36533	25.05097	25.6908	24.4128	24.11751	23.74366	24.69232	25.34922
TAGLN	24.90127	23.41248	24.96952	25.40028	24.42381	24.72359	24.46457	23.20605	23.96939	24.42015	24.06562	23.31244	24.22486	24.74206	23.43974	23.17252	22.43362	24.41719
RPL18A	22.23841	22.06825	21.46139	22.51193	22.7532	22.56225	22.57709	22.61052	21.84732	22.55267	22.91141	22.9092	22.20485	22.14703	22.88642	23.17269	21.96885	22.60225
SSBP1	22.73946	23.31548	22.5938	21.97512	22.95934	23.55309	22.59108	22.32762	22.69468	22.26178	22.98155	23.29404	23.17381	23.18024	23.13634	21.97614	23.01396	23.13176
YWHAH	24.0694	24.80656	23.57427	23.89938	24.32237	24.27945	24.88423	23.33456	24.22339	24.30187	23.26198	24.0916	24.76086	25.1558	25.23703	24.41584	25.14149	24.72614
CALD1	22.03889	22.23789	22.03812	23.14914	21.06289	22.43708	20.92636	21.19934	21.58834	22.00185	22.03916	20.51249	21.43441	21.2535	21.4801	17.47001	21.28184	22.03325
PRDX1	24.38317	24.65927	24.3995	24.46607	24.67428	24.01776	24.67061	26.46566	24.59912	24.15854	24.72484	25.05528	24.57727	26.03842	24.90976	24.67998	25.74145	24.55251
KHDRBS1	21.47986	22.06635	20.2627	21.45724	21.88062	20.78748	22.61648	21.82124	22.19156	22.54807	21.62154	22.81329	23.26685	22.19301	21.05311	21.58316	21.86132	23.30229
SRSF1	21.82966	22.62845	21.98242	22.96733	23.22385	23.08266	22.53238	22.79283	22.31479	22.56744	20.77451	23.43301	23.23073	22.48313	22.1114	22.93869	22.61135	23.22614
ILF2	22.04377	20.24899	20.94149	22.63529	22.29086	20.03926	21.55581	22.10732	22.2417	21.26631	20.96141	22.4008	21.7541	22.63836	21.54151	22.58348	22.34264	20.79765
ECH1	21.2903	22.17088	21.83399	21.25931	21.55707	20.45372	21.23357	21.78756	20.84199	20.74378	20.8798	19.408	21.437	20.8771	20.26625	22.00051	20.86355	20.18156
TARDBP	20.0713	19.59718	19.74304	21.07712	20.73513	19.45107	19.8654	20.32948	20.94249	19.93039	19.0861	20.8747	20.59113	20.84406	19.44109	20.26052	20.35219	21.30357
HNRNPA0	21.06224	21.83237	20.39058	21.47605	21.25811	20.68406	21.05126	20.90661	21.56918	22.12692	19.46748	21.01964	22.88241	21.80428	20.52765	19.91171	20.21241	22.48294
EIF3I	19.91485	20.59514	21.90139	20.46921	19.32059	20.71264	20.6231	20.58059	20.02107	21.11458	19.90633	20.84445	21.00785	20.83407	20.62747	20.91342	20.01713	22.19823
UBE2V1	21.66692	22.81808	21.83873	21.70278	22.4789	22.24812	22.70013	22.58217	22.16057	22.62435	22.12373	22.41483	21.83992	22.6317	22.17307	22.65803	20.68149	23.01815
PIN1	21.13527	20.5468	20.12805	20.06303	21.23456	20.03389	20.9939	20.55403	19.6259	18.3977	19.50907	20.82011	20.047	21.50189	21.66605	20.24876	20.29603	19.27617
CIRBP	23.126	24.15453	21.39718	22.47502	23.91843	23.29558	24.12337	22.61311	23.31962	22.73531	21.41292	21.82427	23.19226	23.56139	22.19184	21.96642	20.15746	21.99051
GANAB	23.78865	24.13171	23.34949	24.48075	23.625	23.67605	23.64262	23.69583	23.54769	23.98407	24.35515	24.23754	23.09191	23.92034	24.55462	24.56337	23.29964	24.2398
LASP1	22.44786	23.49277	22.52097	23.24826	23.43403	22.87806	23.79114	23.35219	23.12017	22.62315	22.80465	22.70904	23.2863	22.89717	22.55602	21.97855	22.61681	23.03302
KPNB1	21.12414	21.31163	20.24109	21.99631	20.87042	21.38901	21.27452	21.08861	21.01038	19.20881	21.12893	21.48089	19.53757	21.16276	21.79994	22.45558	21.91922	20.13508
SEPT2	22.18189	22.69002	21.76381	22.58263	21.7649	21.64438	21.12319	21.96017	21.891	21.17895	22.35008	22.0428	20.69251	21.62346	21.05278	21.30708	21.77816	20.38068
EIF4H	21.65936	22.06851	22.0628	22.77197	22.60388	22.59439	22.76733	22.60035	21.53564	22.66323	21.74944	22.75334	22.03684	22.32734	22.18571	22.00436	21.93002	22.65655
PAFAH1B3	22.71551	21.30569	22.444	21.73991	23.63467	21.70906	22.68791	23.39754	22.30497	19.32549	19.38892	21.4807	21.76349	17.76933	20.4338	22.50009	21.47936	20.89141
PPA1	20.20323	20.25465	20.75401	21.02432	22.13756	19.93111	20.64808	21.71683	19.23309	21.31318	21.11921	21.10431	21.62243	21.05834	21.41018	20.98787	22.02144	21.37268
NONO	23.73717	22.81357	21.92223	23.625	23.5464	22.63671	23.91925	23.7542	23.60569	23.74016	23.01631	24.48653	24.4265	23.74427	23.19077	23.22297	24.06168	24.36646
PCBP1	22.74655	20.54614	20.97841	21.34359	22.11547	20.91503	23.05707	22.56902	22.7054	22.46431	22.49228	23.46501	23.23735	23.10055	22.54354	22.89929	23.29249	22.88972
ELAVL1	21.43624	20.76579	21.123	21.77764	21.99638	21.06388	21.69034	21.21312	21.32559	21.2785	20.64518	22.46371	21.50334	22.14233	21.82229	21.77957	21.62649	21.86234
DPYSL2	22.06224	23.05318	21.76044	22.49089	22.00265	22.46877	21.79741	21.72059	22.39082	22.30775	22.2141	22.66856	22.5062	22.04637	22.7229	21.62912	21.02364	22.91004
HNRNPUL2	21.39759	22.54276	20.37295	21.38648	21.7324	21.19982	22.07232	21.3098	21.03436	22.50964	20.86884	21.6141	22.27219	21.89019	21.48866	21.00457	21.36057	22.28096
HIST2H2BF	29.06023	29.22053	28.31864	28.09884	29.68152	29.45048	29.33292	29.30359	29.99887	31.10375	28.91815	28.36453	30.95691	29.59719	29.78354	29.37578	28.20275	30.20932
HP1BP3	22.68938	22.40717	20.48689	21.9008	22.31116	22.03278	22.58199	22.25621	22.0559	23.72172	22.21676	22.46904	23.97001	22.33424	21.5617	22.11038	21.50359	22.99809
SH3BGRL3	22.66716	22.29874	21.46603	19.59862	21.73637	23.1793	22.92466	21.99092	22.69778	23.64988	23.15312	22.66858	22.93675	22.474	23.62623	22.75825	21.60264	23.18089
ANXA4	22.71133	23.66014	21.8771	22.61324	21.99276	22.46349	22.82151	22.54781	22.76838	21.50717	22.37594	21.48089	21.76142	22.17124	22.80949	23.28475	22.76933	22.26525
DCXR	21.39676	20.96585	21.45282	20.03376	22.18535	22.24835	21.0648	22.21309	23.13655	20.0833	20.8511	20.72476	21.64165	20.46921	19.73537	21.70906	19.02074	20.33527
PABPN1	21.21857	20.9805	20.31208	21.11591	21.62475	21.37045	21.57038	20.54	21.08284	22.3995	20.28534	21.35493	21.63573	21.69761	21.32828	20.90183	21.39963	21.55323
ALYREF	23.34299	23.90729	22.79759	22.79243	23.97044	23.73407	23.65031	23.08421	23.67185	24.16676	23.05132	24.6088	23.60286	24.57681	23.76517	23.77866	23.12375	23.80715
TSTD1	23.12512	22.26388	23.035	22.27281	23.88026	23.21092	24.05391	22.522	23.31603	22.51646	19.86292	21.93524	23.30577	20.8949	20.49989	22.23981	20.42173	21.86786
H1FX	20.85483	20.2061	21.2237	20.14395	21.9613	20.95617	19.90438	21.91853	21.58472	22.94947	21.89515	22.45161	23.16613	20.83368	20.38216	21.59167	21.1149	21.8581
KHSRP	22.11911	23.38561	19.94864	23.14541	23.04347	20.48217	22.74655	22.85582	23.20582	23.56605	21.80211	23.6279	23.33797	23.16378	22.14917	21.90958	23.0141	23.6937
HIST1H2BA	21.42639	18.62471	20.9921	19.80784	22.78275	22.21877	22.04477	22.02137	21.53976	21.42424	22.19608	22.51063	20.52239	21.0069	21.28133	22.23707	21.13113	19.28315
ISOC2	19.85672	20.71967	20.05643	19.56467	19.2201	20.0316	20.59833	19.97911	20.64544	20.0596	20.44819	19.50337	19.34782	20.13433	19.91727	20.79733	18.37156	20.99859
KCTD12	22.39184	23.85034	22.83894	23.02	23.35111	23.18106	23.3476	22.68923	22.61484	22.74913	23.36279	23.30828	23.07526	23.23824	23.30494	22.62974	21.6567	22.51973
CNDP2	20.59669	20.57718	21.12149	22.63125	21.28653	20.05112	21.85438	22.99797	21.78421	20.15165	21.75662	22.16312	21.40333	20.45081	21.87714	21.5355	22.54432	21.39493
PARK7	23.04915	22.83119	23.83538	23.47667	23.97692	22.68106	23.78796	24.49051	23.45387	22.80581	23.15925	23.8319	23.73045	23.59184	23.19045	23.48087	22.57937	22.75111
VAT1	21.59241	21.97197	21.10143	21.83761	21.25695	20.93891	21.70375	21.34109	22.12984	21.50257	22.09742	21.57579	22.29749	20.46044	21.15487	22.2914	21.32042	21.97743
S100A13	18.29903	19.89232	20.66171	19.87616	21.48035	21.03355	22.34733	22.31363	20.4338	19.01239	19.97897	18.70998	21.87909	20.62836	20.91903	21.66644	19.3924	21.54849
PHB2	22.58802	22.8079	22.15218	22.49162	22.49695	22.48038	23.10175	24.35138	22.97111	23.01008	23.66503	23.06442	23.51953	22.45322	22.97216	23.80558	23.89948	23.59685
HSD17B10	22.11858	19.45836	21.87275	22.51294	22.65604	22.49604	22.07558	23.5285	21.62698	19.93301	22.87271	22.9228	22.45974	22.34646	22.43705	21.6529	22.54128	21.28229
CORO1B	20.53592	21.57658	20.46613	21.38885	21.67271	19.6311	21.5898	21.44131	21.77463	21.1135	21.16288	21.52726	20.25049	22.23678	22.12161	22.66945	20.65237	18.82075
TXNDC17	22.00051	21.81714	21.41607	21.6197	22.27096	22.69504	22.25963	22.03765	21.29126	20.66899	20.29972	21.64037	21.7091	22.34505	21.95904	21.98068	20.83175	20.64033
TMEM109	22.57715	22.46082	22.1553	21.73748	21.82478	22.29575	21.79114	21.34104	22.14541	22.60639	22.454	21.73049	21.52664	22.03248	22.79648	23.00601	20.86386	21.79998
RAB1B	20.60784	19.10993	21.76478	21.80112	22.13148	20.67012	18.60585	22.44539	20.94714	20.81675	21.55693	21.18677	20.36933	18.97273	20.60449	22.66629	21.3839	21.66657
NUCKS1	21.61648	20.44567	20.26545	20.60187	21.5434	19.50296	20.83569	21.42603	22.01696	22.82069	20.60838	20.90566	23.35944	21.0058	20.47497	22.10117	19.11479	21.91911
THUMPD1	19.06968	19.96226	17.88286	18.79186	18.68288	17.73443	18.01231	18.46128	19.94721	20.21596	17.44217	18.78816	20.64491	19.39087	18.97236	18.23187	18.14051	19.52263
C6orf115	21.1437	21.23357	20.52114	19.22013	21.60363	21.35014	20.97421	20.17621	21.26808	18.82805	20.27957	21.49248	18.32786	23.33892	21.34267	22.45616	22.28926	19.41016
CTSZ	21.60128	21.09674	20.98572	21.13721	20.55319	20.04206	21.14774	20.07064	22.22028	22.33887	21.50838	22.65648	22.51492	21.0172	22.14233	23.01664	19.82639	22.76788
NAGK	20.65062	20.19988	19.28041	20.16913	20.74657	20.24609	21.19641	21.09777	20.20586	19.24693	21.51538	21.80711	20.9878	21.24957	21.03187	21.30597	21.41684	20.99514
DBNL	20.10534	21.42864	19.84109	20.60991	20.75189	21.01195	20.81581	20.89201	20.13295	20.09042	20.96663	21.24016	21.10284	20.91327	20.55861	20.07731	20.20359	21.06441
FARSA	19.40381	19.74412	19.96649	20.729	19.76375	20.22247	20.1317	19.46142	20.10751	18.22029	19.77878	19.91786	18.56507	20.30218	19.31374	19.69707	19.26323	19.27699
CCDC72	19.61877	19.29675	19.88938	17.74129	19.04434	19.71238	18.85578	20.5882	20.07887	20.96804	19.62266	20.5286	20.99238	19.90429	19.97014	19.70533	18.30879	20.2201
C22orf28	21.11299	20.67814	19.16344	21.51176	20.45332	18.97104	21.36554	20.99873	20.80703	21.08997	20.75711	21.42209	21.5094	21.39707	20.86287	20.40156	21.37034	21.06362
RPL36	20.93034	18.45844	21.28754	21.60671	22.05663	21.28314	21.3308	21.91181	20.31705	21.92789	22.00751	21.54198	19.16852	21.68024	22.11261	22.30285	21.52109	19.88904
RBM8A	20.77322	20.51547	20.29961	21.18307	21.85833	20.95575	19.70653	20.84521	21.58848	21.30129	20.52612	21.76866	21.74624	21.66375	20.83183	21.22353	21.4997	22.25931
